21-Jan,Adelaide,Doha,Qatar,1036,307,1343,2021,1
21-Jan,Adelaide,Hong Kong,Hong Kong (SAR),0,0,0,2021,1
21-Jan,Adelaide,Kuala Lumpur,Malaysia,145,10,155,2021,1
21-Jan,Adelaide,Los Angeles,USA,13,0,13,2021,1
21-Jan,Adelaide,Singapore,Singapore,921,209,1130,2021,1
21-Feb,Adelaide,Doha,Qatar,879,293,1172,2021,2
21-Feb,Adelaide,Hong Kong,Hong Kong (SAR),0,0,0,2021,2
21-Feb,Adelaide,Kuala Lumpur,Malaysia,127,2,129,2021,2
21-Feb,Adelaide,Singapore,Singapore,913,164,1077,2021,2
21-Mar,Adelaide,Doha,Qatar,930,227,1157,2021,3
21-Mar,Adelaide,Hong Kong,Hong Kong (SAR),0,0,0,2021,3
21-Mar,Adelaide,Kuala Lumpur,Malaysia,127,10,137,2021,3
21-Mar,Adelaide,Singapore,Singapore,1067,176,1243,2021,3
21-Apr,Adelaide,Doha,Qatar,876,254,1130,2021,4
21-Apr,Adelaide,Hong Kong,Hong Kong (SAR),0,0,0,2021,4
21-Apr,Adelaide,Kuala Lumpur,Malaysia,199,10,209,2021,4
21-Apr,Adelaide,Singapore,Singapore,723,175,898,2021,4
21-May,Adelaide,Auckland,New Zealand,826,1082,1908,2021,5
21-May,Adelaide,Doha,Qatar,1075,191,1266,2021,5
21-May,Adelaide,Hong Kong,Hong Kong (SAR),0,0,0,2021,5
21-May,Adelaide,Kuala Lumpur,Malaysia,0,0,0,2021,5
21-May,Adelaide,Singapore,Singapore,922,191,1113,2021,5
21-Jun,Adelaide,Auckland,New Zealand,1272,1232,2504,2021,6
21-Jun,Adelaide,Doha,Qatar,866,189,1055,2021,6
21-Jun,Adelaide,Hong Kong,Hong Kong (SAR),0,0,0,2021,6
21-Jun,Adelaide,Singapore,Singapore,902,221,1123,2021,6
