20-Jan,Melbourne,Abu Dhabi,United Arab Emirates,18820,16074,34894,2020,1
20-Jan,Melbourne,Auckland,New Zealand,63859,61744,125603,2020,1
20-Jan,Melbourne,Bandar Seri Begawan,Brunei,6979,6136,13115,2020,1
20-Jan,Melbourne,Bangkok,Thailand,22547,20854,43401,2020,1
20-Jan,Melbourne,Beijing,China,7625,7073,14698,2020,1
20-Jan,Melbourne,Changsha,China,283,463,746,2020,1
20-Jan,Melbourne,Chengdu,China,2015,1678,3693,2020,1
20-Jan,Melbourne,Chicago,USA,0,0,0,2020,1
20-Jan,Melbourne,Chongqing,China,2745,2288,5033,2020,1
20-Jan,Melbourne,Christchurch,New Zealand,21379,20714,42093,2020,1
20-Jan,Melbourne,Colombo,Sri Lanka,8376,7715,16091,2020,1
20-Jan,Melbourne,Denpasar,Indonesia,36127,30287,66414,2020,1
20-Jan,Melbourne,Doha,Qatar,15300,14074,29374,2020,1
20-Jan,Melbourne,Dubai,United Arab Emirates,32413,26865,59278,2020,1
20-Jan,Melbourne,Guangzhou,China,27525,23906,51431,2020,1
20-Jan,Melbourne,Guiyang,China,1510,1325,2835,2020,1
20-Jan,Melbourne,Haikou,China,2011,1571,3582,2020,1
20-Jan,Melbourne,Hangzhou,China,1437,1248,2685,2020,1
20-Jan,Melbourne,Ho Chi Minh City,Vietnam,12292,11795,24087,2020,1
20-Jan,Melbourne,Hong Kong,Hong Kong (SAR),42680,34463,77143,2020,1
20-Jan,Melbourne,Honolulu,USA,3622,3303,6925,2020,1
20-Jan,Melbourne,Jakarta,Indonesia,3940,3743,7683,2020,1
20-Jan,Melbourne,Kuala Lumpur,Malaysia,40468,36694,77162,2020,1
20-Jan,Melbourne,London,UK,1202,1170,2372,2020,1
20-Jan,Melbourne,Los Angeles,USA,30388,26826,57214,2020,1
20-Jan,Melbourne,Manila,Philippines,13535,11457,24992,2020,1
20-Jan,Melbourne,Nadi,Fiji,7655,6562,14217,2020,1
20-Jan,Melbourne,New Delhi,India,3109,3057,6166,2020,1
20-Jan,Melbourne,New York,USA,0,0,0,2020,1
20-Jan,Melbourne,Noumea,New Caledonia,1866,1567,3433,2020,1
20-Jan,Melbourne,Phuket,Thailand,5289,4780,10069,2020,1
20-Jan,Melbourne,Port Vila,Vanuatu,1847,1257,3104,2020,1
20-Jan,Melbourne,Qingdao,China,2466,2272,4738,2020,1
20-Jan,Melbourne,Queenstown,New Zealand,11914,11600,23514,2020,1
20-Jan,Melbourne,San Francisco,USA,6662,5597,12259,2020,1
20-Jan,Melbourne,Santiago,Chile,2388,2155,4543,2020,1
20-Jan,Melbourne,Sapporo,Japan,0,0,0,2020,1
20-Jan,Melbourne,Seoul,Korea,151,47,198,2020,1
20-Jan,Melbourne,Shanghai,China,17437,14156,31593,2020,1
20-Jan,Melbourne,Shenzhen,China,3056,2408,5464,2020,1
20-Jan,Melbourne,Singapore,Singapore,80960,69314,150274,2020,1
20-Jan,Melbourne,Taipei,Taiwan,5208,4834,10042,2020,1
20-Jan,Melbourne,Tokyo,Japan,14028,13260,27288,2020,1
20-Jan,Melbourne,Vancouver,Canada,4472,3948,8420,2020,1
20-Jan,Melbourne,Wellington,New Zealand,11103,10149,21252,2020,1
20-Jan,Melbourne,Xiamen,China,3091,3125,6216,2020,1
20-Feb,Melbourne,Abu Dhabi,United Arab Emirates,16273,11751,28024,2020,2
20-Feb,Melbourne,Auckland,New Zealand,46245,47846,94091,2020,2
20-Feb,Melbourne,Bandar Seri Begawan,Brunei,5828,3397,9225,2020,2
20-Feb,Melbourne,Bangkok,Thailand,20519,17382,37901,2020,2
20-Feb,Melbourne,Beijing,China,744,918,1662,2020,2
20-Feb,Melbourne,Chengdu,China,318,391,709,2020,2
20-Feb,Melbourne,Chicago,USA,0,0,0,2020,2
20-Feb,Melbourne,Christchurch,New Zealand,16612,17320,33932,2020,2
20-Feb,Melbourne,Colombo,Sri Lanka,7867,5739,13606,2020,2
20-Feb,Melbourne,Denpasar,Indonesia,25807,22918,48725,2020,2
20-Feb,Melbourne,Doha,Qatar,13538,12340,25878,2020,2
20-Feb,Melbourne,Dubai,United Arab Emirates,27167,18174,45341,2020,2
20-Feb,Melbourne,Guangzhou,China,4460,3985,8445,2020,2
20-Feb,Melbourne,Guiyang,China,363,656,1019,2020,2
20-Feb,Melbourne,Ho Chi Minh City,Vietnam,12313,6974,19287,2020,2
20-Feb,Melbourne,Hong Kong,Hong Kong (SAR),22853,16666,39519,2020,2
20-Feb,Melbourne,Honolulu,USA,3461,2987,6448,2020,2
20-Feb,Melbourne,Jakarta,Indonesia,3647,2554,6201,2020,2
20-Feb,Melbourne,Kuala Lumpur,Malaysia,37709,22687,60396,2020,2
