20-Jan,Adelaide,Auckland,New Zealand,4741,4782,9523,2020,1
20-Jan,Adelaide,Denpasar,Indonesia,10716,8903,19619,2020,1
20-Jan,Adelaide,Doha,Qatar,7990,6044,14034,2020,1
20-Jan,Adelaide,Dubai,United Arab Emirates,8456,7371,15827,2020,1
20-Jan,Adelaide,Guangzhou,China,5178,4544,9722,2020,1
20-Jan,Adelaide,Hong Kong,Hong Kong (SAR),6122,4855,10977,2020,1
20-Jan,Adelaide,Kuala Lumpur,Malaysia,6755,5557,12312,2020,1
20-Jan,Adelaide,Singapore,Singapore,14008,11485,25493,2020,1
20-Feb,Adelaide,Auckland,New Zealand,3047,3416,6463,2020,2
20-Feb,Adelaide,Denpasar,Indonesia,8299,7406,15705,2020,2
20-Feb,Adelaide,Doha,Qatar,4943,3640,8583,2020,2
20-Feb,Adelaide,Dubai,United Arab Emirates,7244,4409,11653,2020,2
20-Feb,Adelaide,Guangzhou,China,1041,657,1698,2020,2
20-Feb,Adelaide,Hong Kong,Hong Kong (SAR),2502,1728,4230,2020,2
20-Feb,Adelaide,Kuala Lumpur,Malaysia,6097,3852,9949,2020,2
20-Feb,Adelaide,Singapore,Singapore,7977,5507,13484,2020,2
20-Mar,Adelaide,Auckland,New Zealand,2649,2375,5024,2020,3
20-Mar,Adelaide,Denpasar,Indonesia,5417,3641,9058,2020,3
20-Mar,Adelaide,Doha,Qatar,2586,2596,5182,2020,3
20-Mar,Adelaide,Dubai,United Arab Emirates,3961,4098,8059,2020,3
20-Mar,Adelaide,Hong Kong,Hong Kong (SAR),291,366,657,2020,3
20-Mar,Adelaide,Kuala Lumpur,Malaysia,3196,1915,5111,2020,3
20-Mar,Adelaide,Singapore,Singapore,5635,3468,9103,2020,3
20-May,Adelaide,Singapore,Singapore,0,0,0,2020,5
20-Jun,Adelaide,Hong Kong,Hong Kong (SAR),0,0,0,2020,6
20-Jun,Adelaide,Singapore,Singapore,26,51,77,2020,6
