Month,AustralianPort,ForeignPort,Country,Passengers_In,Passengers_Out,Passengers_Total,Year,Month_num
21-Feb,Sydney,Auckland,New Zealand,2097,1370,3467,2021,2
21-Feb,Sydney,Bahrain,Bahrain,0,0,0,2021,2
21-Feb,Sydney,Bandar Seri Begawan,Brunei,0,0,0,2021,2
21-Feb,Sydney,Bangkok,Thailand,90,212,302,2021,2
21-Feb,Sydney,Batam,Indonesia,37,0,37,2021,2
21-Feb,Sydney,Chicago,USA,0,0,0,2021,2
21-Feb,Sydney,Chongqing,China,0,0,0,2021,2
21-Feb,Sydney,Christchurch,New Zealand,0,26,26,2021,2
21-Feb,Sydney,Cincinnati,USA,0,0,0,2021,2
21-Feb,Sydney,Colombo,Sri Lanka,153,626,779,2021,2
21-Feb,Sydney,Dallas,USA,0,0,0,2021,2
21-Feb,Sydney,Doha,Qatar,905,1518,2423,2021,2
21-Feb,Sydney,Dubai,United Arab Emirates,470,621,1091,2021,2
21-Feb,Sydney,Guam,Guam,0,0,0,2021,2
21-Feb,Sydney,Guangzhou,China,79,1310,1389,2021,2
21-Feb,Sydney,Hangzhou,China,90,476,566,2021,2
21-Feb,Sydney,Hanoi,Vietnam,0,0,0,2021,2
21-Feb,Sydney,Ho Chi Minh City,Vietnam,32,0,32,2021,2
21-Feb,Sydney,Hong Kong,Hong Kong (SAR),267,381,648,2021,2
21-Feb,Sydney,Honolulu,USA,0,0,0,2021,2
21-Feb,Sydney,Jakarta,Indonesia,205,425,630,2021,2
21-Feb,Sydney,Kuala Lumpur,Malaysia,118,133,251,2021,2
21-Feb,Sydney,Los Angeles,USA,1226,1478,2704,2021,2
21-Feb,Sydney,Louisville,USA,0,0,0,2021,2
21-Feb,Sydney,Manila,Philippines,81,81,162,2021,2
21-Feb,Sydney,Nadi,Fiji,132,83,215,2021,2
21-Feb,Sydney,Nagoya,Japan,0,0,0,2021,2
21-Feb,Sydney,Nanjing,China,0,0,0,2021,2
21-Feb,Sydney,New Delhi,India,93,511,604,2021,2
21-Feb,Sydney,New York,USA,0,0,0,2021,2
21-Feb,Sydney,Noumea,New Caledonia,66,70,136,2021,2
21-Feb,Sydney,San Francisco,USA,619,796,1415,2021,2
21-Feb,Sydney,Santiago,Chile,120,18,138,2021,2
21-Feb,Sydney,Seoul,Korea,174,545,719,2021,2
21-Feb,Sydney,Shanghai,China,90,639,729,2021,2
21-Feb,Sydney,Shenzhen,China,0,0,0,2021,2
21-Feb,Sydney,Singapore,Singapore,1392,1492,2884,2021,2
21-Feb,Sydney,Taipei,Taiwan,64,107,171,2021,2
21-Feb,Sydney,Tokyo,Japan,651,418,1069,2021,2
21-Feb,Sydney,Vancouver,Canada,0,0,0,2021,2
21-Feb,Sydney,Xiamen,China,218,871,1089,2021,2
21-Mar,Sydney,Abu Dhabi,United Arab Emirates,721,432,1153,2021,3
21-Mar,Sydney,Anchorage,USA,0,0,0,2021,3
21-Mar,Sydney,Auckland,New Zealand,3334,1446,4780,2021,3
21-Mar,Sydney,Bahrain,Bahrain,0,0,0,2021,3
21-Mar,Sydney,Bandar Seri Begawan,Brunei,0,0,0,2021,3
21-Mar,Sydney,Bangkok,Thailand,134,237,371,2021,3
21-Mar,Sydney,Batam,Indonesia,45,9,54,2021,3
21-Mar,Sydney,Chicago,USA,0,0,0,2021,3
21-Mar,Sydney,Chongqing,China,0,0,0,2021,3
21-Mar,Sydney,Christchurch,New Zealand,25,0,25,2021,3
21-Mar,Sydney,Cincinnati,USA,0,0,0,2021,3
21-Mar,Sydney,Colombo,Sri Lanka,167,477,644,2021,3
21-Mar,Sydney,Dallas,USA,0,0,0,2021,3
21-Mar,Sydney,Doha,Qatar,1307,1453,2760,2021,3
21-Mar,Sydney,Dubai,United Arab Emirates,700,1299,1999,2021,3
21-Mar,Sydney,Guam,Guam,0,0,0,2021,3
21-Mar,Sydney,Guangzhou,China,108,1256,1364,2021,3
21-Mar,Sydney,Hangzhou,China,104,255,359,2021,3
21-Mar,Sydney,Hanoi,Vietnam,0,80,80,2021,3
21-Mar,Sydney,Ho Chi Minh City,Vietnam,283,57,340,2021,3
21-Mar,Sydney,Hong Kong,Hong Kong (SAR),103,290,393,2021,3
21-Mar,Sydney,Honolulu,USA,0,0,0,2021,3
21-Mar,Sydney,Jakarta,Indonesia,250,151,401,2021,3
21-Mar,Sydney,Kuala Lumpur,Malaysia,241,172,413,2021,3
21-Mar,Sydney,Los Angeles,USA,1636,1782,3418,2021,3
21-Mar,Sydney,Louisville,USA,0,0,0,2021,3
21-Mar,Sydney,Manila,Philippines,70,50,120,2021,3
21-Mar,Sydney,Medan,Indonesia,31,0,31,2021,3
21-Mar,Sydney,Nadi,Fiji,158,92,250,2021,3
21-Mar,Sydney,Nagoya,Japan,0,0,0,2021,3
21-Mar,Sydney,Nanjing,China,0,0,0,2021,3
21-Mar,Sydney,New Delhi,India,102,591,693,2021,3
21-Mar,Sydney,New York,USA,0,0,0,2021,3
21-Mar,Sydney,Noumea,New Caledonia,65,91,156,2021,3
21-Mar,Sydney,Port Moresby,Papua New Guinea,29,3,32,2021,3
21-Mar,Sydney,San Francisco,USA,617,803,1420,2021,3
21-Mar,Sydney,Santiago,Chile,0,0,0,2021,3
21-Mar,Sydney,Seoul,Korea,183,375,558,2021,3
21-Mar,Sydney,Shanghai,China,167,828,995,2021,3
21-Mar,Sydney,Shenzhen,China,0,0,0,2021,3
21-Mar,Sydney,Singapore,Singapore,2153,1673,3826,2021,3
21-Mar,Sydney,Taipei,Taiwan,127,98,225,2021,3
21-Mar,Sydney,Tokyo,Japan,795,693,1488,2021,3
21-Mar,Sydney,Vancouver,Canada,0,0,0,2021,3
21-Mar,Sydney,Xiamen,China,302,688,990,2021,3
21-Apr,Sydney,Abu Dhabi,United Arab Emirates,734,431,1165,2021,4
21-Apr,Sydney,Anchorage,USA,0,0,0,2021,4
21-Apr,Sydney,Auckland,New Zealand,8305,9700,18005,2021,4
21-Apr,Sydney,Bahrain,Bahrain,0,0,0,2021,4
21-Apr,Sydney,Bangkok,Thailand,155,150,305,2021,4
21-Apr,Sydney,Chicago,USA,0,0,0,2021,4
21-Apr,Sydney,Chongqing,China,0,0,0,2021,4
21-Apr,Sydney,Christchurch,New Zealand,1063,1794,2857,2021,4
21-Apr,Sydney,Cincinnati,USA,0,0,0,2021,4
21-Apr,Sydney,Colombo,Sri Lanka,259,162,421,2021,4
21-Apr,Sydney,Dallas,USA,0,0,0,2021,4
21-Apr,Sydney,Doha,Qatar,1360,1224,2584,2021,4
21-Apr,Sydney,Dubai,United Arab Emirates,704,1305,2009,2021,4
21-Apr,Sydney,General Santos,Philippines,0,0,0,2021,4
21-Apr,Sydney,Guangzhou,China,97,930,1027,2021,4
21-Apr,Sydney,Hangzhou,China,143,259,402,2021,4
21-Apr,Sydney,Hanoi,Vietnam,0,0,0,2021,4
21-Apr,Sydney,Ho Chi Minh City,Vietnam,211,0,211,2021,4
21-Apr,Sydney,Hong Kong,Hong Kong (SAR),157,370,527,2021,4
21-Apr,Sydney,Honolulu,USA,0,0,0,2021,4
21-Apr,Sydney,Jakarta,Indonesia,285,217,502,2021,4
21-Apr,Sydney,Kuala Lumpur,Malaysia,130,159,289,2021,4
21-Apr,Sydney,Los Angeles,USA,1707,1647,3354,2021,4
21-Apr,Sydney,Louisville,USA,0,0,0,2021,4
21-Apr,Sydney,Manila,Philippines,35,18,53,2021,4
21-Apr,Sydney,Nadi,Fiji,264,65,329,2021,4
21-Apr,Sydney,Nagoya,Japan,0,0,0,2021,4
21-Apr,Sydney,Nanjing,China,0,0,0,2021,4
21-Apr,Sydney,New Delhi,India,257,133,390,2021,4
21-Apr,Sydney,New York,USA,0,0,0,2021,4
21-Apr,Sydney,Noumea,New Caledonia,77,67,144,2021,4
21-Apr,Sydney,Port Moresby,Papua New Guinea,97,24,121,2021,4
21-Apr,Sydney,Queenstown,New Zealand,622,1168,1790,2021,4
21-Apr,Sydney,San Francisco,USA,598,913,1511,2021,4
21-Apr,Sydney,Santiago,Chile,0,0,0,2021,4
21-Apr,Sydney,Seoul,Korea,189,383,572,2021,4
21-Apr,Sydney,Shanghai,China,124,624,748,2021,4
21-Apr,Sydney,Shenzhen,China,0,0,0,2021,4
21-Apr,Sydney,Singapore,Singapore,1897,1763,3660,2021,4
21-Apr,Sydney,Taipei,Taiwan,27,53,80,2021,4
21-Apr,Sydney,Tokyo,Japan,789,888,1677,2021,4
21-Apr,Sydney,Vancouver,Canada,0,0,0,2021,4
21-Apr,Sydney,Wellington,New Zealand,1115,1808,2923,2021,4
21-Apr,Sydney,Xiamen,China,341,748,1089,2021,4
21-May,Sydney,Abu Dhabi,United Arab Emirates,818,379,1197,2021,5
21-May,Sydney,Anchorage,USA,0,0,0,2021,5
21-May,Sydney,Auckland,New Zealand,19462,18981,38443,2021,5
21-May,Sydney,Bahrain,Bahrain,0,0,0,2021,5
21-May,Sydney,Bandar Seri Begawan,Brunei,0,0,0,2021,5
21-May,Sydney,Bangkok,Thailand,107,81,188,2021,5
21-May,Sydney,Can Tho,Vietnam,0,106,106,2021,5
21-May,Sydney,Chicago,USA,0,0,0,2021,5
21-May,Sydney,Chongqing,China,0,0,0,2021,5
21-May,Sydney,Christchurch,New Zealand,4532,4221,8753,2021,5
21-May,Sydney,Cincinnati,USA,0,0,0,2021,5
21-May,Sydney,Colombo,Sri Lanka,218,10,228,2021,5
21-May,Sydney,Dallas,USA,0,0,0,2021,5
21-May,Sydney,Doha,Qatar,1348,1235,2583,2021,5
21-May,Sydney,Dubai,United Arab Emirates,635,856,1491,2021,5
21-May,Sydney,Guangzhou,China,97,1037,1134,2021,5
21-May,Sydney,Hangzhou,China,104,315,419,2021,5
21-May,Sydney,Hanoi,Vietnam,0,0,0,2021,5
21-May,Sydney,Ho Chi Minh City,Vietnam,241,0,241,2021,5
21-May,Sydney,Hong Kong,Hong Kong (SAR),402,428,830,2021,5
21-May,Sydney,Honolulu,USA,0,0,0,2021,5
21-May,Sydney,Jakarta,Indonesia,188,192,380,2021,5
21-May,Sydney,Kuala Lumpur,Malaysia,69,130,199,2021,5
21-May,Sydney,Los Angeles,USA,1905,2327,4232,2021,5
21-May,Sydney,Louisville,USA,0,0,0,2021,5
21-May,Sydney,Luzon Island,Philippines,0,0,0,2021,5
21-May,Sydney,Manila,Philippines,106,61,167,2021,5
21-May,Sydney,Nadi,Fiji,110,0,110,2021,5
21-May,Sydney,Nagoya,Japan,0,0,0,2021,5
21-May,Sydney,Nanjing,China,0,0,0,2021,5
21-May,Sydney,New York,USA,0,0,0,2021,5
21-May,Sydney,Noumea,New Caledonia,82,77,159,2021,5
21-May,Sydney,Port Moresby,Papua New Guinea,122,54,176,2021,5
21-May,Sydney,Queenstown,New Zealand,2820,2867,5687,2021,5
21-May,Sydney,San Francisco,USA,572,1039,1611,2021,5
21-May,Sydney,Santiago,Chile,0,0,0,2021,5
21-May,Sydney,Seoul,Korea,161,395,556,2021,5
21-May,Sydney,Shanghai,China,125,590,715,2021,5
21-May,Sydney,Shenzhen,China,0,0,0,2021,5
21-May,Sydney,Singapore,Singapore,2196,1828,4024,2021,5
21-May,Sydney,Taipei,Taiwan,0,0,0,2021,5
21-May,Sydney,Tokyo,Japan,737,694,1431,2021,5
21-May,Sydney,Vancouver,Canada,0,0,0,2021,5
21-May,Sydney,Wellington,New Zealand,3790,4125,7915,2021,5
21-May,Sydney,Xiamen,China,287,680,967,2021,5
21-Jun,Sydney,Abu Dhabi,United Arab Emirates,846,443,1289,2021,6
21-Jun,Sydney,Anchorage,USA,0,0,0,2021,6
21-Jun,Sydney,Auckland,New Zealand,17356,15574,32930,2021,6
21-Jun,Sydney,Bahrain,Bahrain,0,0,0,2021,6
21-Jun,Sydney,Bandar Seri Begawan,Brunei,0,0,0,2021,6
21-Jun,Sydney,Bangkok,Thailand,148,67,215,2021,6
21-Jun,Sydney,Chicago,USA,0,0,0,2021,6
21-Jun,Sydney,Chongqing,China,0,0,0,2021,6
21-Jun,Sydney,Christchurch,New Zealand,3486,3689,7175,2021,6
21-Jun,Sydney,Cincinnati,USA,0,0,0,2021,6
21-Jun,Sydney,Colombo,Sri Lanka,236,23,259,2021,6
21-Jun,Sydney,Dallas,USA,0,0,0,2021,6
21-Jun,Sydney,Doha,Qatar,1415,1717,3132,2021,6
21-Jun,Sydney,Dubai,United Arab Emirates,745,1260,2005,2021,6
21-Jun,Sydney,Guangzhou,China,109,691,800,2021,6
21-Jun,Sydney,Haikou,China,0,0,0,2021,6
21-Jun,Sydney,Hangzhou,China,104,349,453,2021,6
21-Jun,Sydney,Hanoi,Vietnam,0,0,0,2021,6
21-Jun,Sydney,Ho Chi Minh City,Vietnam,195,0,195,2021,6
21-Jun,Sydney,Hong Kong,Hong Kong (SAR),640,677,1317,2021,6
21-Jun,Sydney,Honolulu,USA,0,23,23,2021,6
21-Jun,Sydney,Jakarta,Indonesia,184,260,444,2021,6
21-Jun,Sydney,Kuala Lumpur,Malaysia,52,79,131,2021,6
21-Jun,Sydney,Los Angeles,USA,2112,2697,4809,2021,6
21-Jun,Sydney,Louisville,USA,0,0,0,2021,6
21-Jun,Sydney,Manila,Philippines,62,30,92,2021,6
21-Jun,Sydney,Nadi,Fiji,208,10,218,2021,6
21-Jun,Sydney,Nagoya,Japan,0,0,0,2021,6
21-Jun,Sydney,New York,USA,0,0,0,2021,6
21-Jun,Sydney,Noumea,New Caledonia,63,100,163,2021,6
21-Jun,Sydney,Port Moresby,Papua New Guinea,92,37,129,2021,6
21-Jun,Sydney,Queenstown,New Zealand,3451,3591,7042,2021,6
21-Jun,Sydney,San Francisco,USA,783,1023,1806,2021,6
21-Jun,Sydney,Seoul,Korea,159,376,535,2021,6
21-Jun,Sydney,Shanghai,China,135,865,1000,2021,6
21-Jun,Sydney,Shenzhen,China,0,0,0,2021,6
21-Jun,Sydney,Singapore,Singapore,2193,2003,4196,2021,6
21-Jun,Sydney,Taipei,Taiwan,0,0,0,2021,6
21-Jun,Sydney,Tokyo,Japan,841,538,1379,2021,6
21-Jun,Sydney,Vancouver,Canada,0,0,0,2021,6
21-Jun,Sydney,Wellington,New Zealand,3793,3694,7487,2021,6
21-Jun,Sydney,Xiamen,China,291,720,1011,2021,6
