22-Jan,Adelaide,Doha,Qatar,1524,978,2502,2022,1
22-Jan,Adelaide,Kuala Lumpur,Malaysia,297,82,379,2022,1
22-Jan,Adelaide,New Delhi,India,0,1684,1684,2022,1
22-Jan,Adelaide,Singapore,Singapore,2390,974,3364,2022,1
22-Feb,Adelaide,Doha,Qatar,2900,1556,4456,2022,2
22-Feb,Adelaide,Kuala Lumpur,Malaysia,177,37,214,2022,2
22-Feb,Adelaide,New Delhi,India,0,2131,2131,2022,2
22-Feb,Adelaide,Singapore,Singapore,4212,1232,5444,2022,2
22-Mar,Adelaide,Auckland,New Zealand,760,822,1582,2022,3
22-Mar,Adelaide,Doha,Qatar,2689,2802,5491,2022,3
22-Mar,Adelaide,Kuala Lumpur,Malaysia,299,177,476,2022,3
22-Mar,Adelaide,New Delhi,India,0,2558,2558,2022,3
22-Mar,Adelaide,Singapore,Singapore,4110,2509,6619,2022,3
22-Apr,Adelaide,Auckland,New Zealand,1189,1635,2824,2022,4
22-Apr,Adelaide,Doha,Qatar,2901,4569,7470,2022,4
22-Apr,Adelaide,Kuala Lumpur,Malaysia,1282,1108,2390,2022,4
22-Apr,Adelaide,New Delhi,India,0,1766,1766,2022,4
22-Apr,Adelaide,Singapore,Singapore,6091,5693,11784,2022,4
22-May,Adelaide,Auckland,New Zealand,797,2321,3118,2022,5
22-May,Adelaide,Denpasar,Indonesia,1445,2019,3464,2022,5
22-May,Adelaide,Doha,Qatar,2095,4096,6191,2022,5
22-May,Adelaide,Kuala Lumpur,Malaysia,1028,878,1906,2022,5
22-May,Adelaide,New Delhi,India,0,1395,1395,2022,5
22-May,Adelaide,Singapore,Singapore,7316,5522,12838,2022,5
22-Jun,Adelaide,Auckland,New Zealand,426,2451,2877,2022,6
22-Jun,Adelaide,Denpasar,Indonesia,3036,4237,7273,2022,6
22-Jun,Adelaide,Doha,Qatar,2234,4520,6754,2022,6
22-Jun,Adelaide,Kuala Lumpur,Malaysia,1350,1797,3147,2022,6
22-Jun,Adelaide,New Delhi,India,0,1693,1693,2022,6
22-Jun,Adelaide,Singapore,Singapore,6824,6482,13306,2022,6
